concepto,saldo_inicial,saldo_final,fecha_inicial,fecha_final,notas
Saneamientos financieros,369411.0,0.0,1999-12-31,2019-06-30,sin dato
Emisiones realizadas,0.0,1015130.0,1999-12-31,2019-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2019-06-30,"Al 30 de junio de 2019, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2019-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2019-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2019-06-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2019-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,50677.0,1999-12-31,2019-06-30,sin dato
Reserva y Otros pasivos,0.0,467.0,1999-12-31,2019-06-30,sin dato
Pasivos Totales,723563.0,1066274.0,1999-12-31,2019-06-30,sin dato
Recursos líquidos,5209.0,182103.0,1999-12-31,2019-06-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de deudores,16501.0,0.0,1999-12-31,2019-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2019-06-30,sin dato
Pasivos Netos,687844.0,884171.0,1999-12-31,2019-06-30,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2019-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2019-09-30,sin dato
Emisiones realizadas,0.0,1004871.0,1999-12-31,2019-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2019-09-30,"Al 30 de septiembre de 2019, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2019-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2019-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,102.0,1999-12-31,2019-09-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2019-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,53142.0,1999-12-31,2019-09-30,sin dato
Reserva y Otros pasivos,0.0,451.0,1999-12-31,2019-09-30,sin dato
Pasivos Totales,723563.0,1058567.0,1999-12-31,2019-09-30,sin dato
Recursos líquidos,5209.0,160250.0,1999-12-31,2019-09-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de deudores,16501.0,0.0,1999-12-31,2019-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2019-09-30,sin dato
Pasivos Netos,687844.0,898317.0,1999-12-31,2019-09-30,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2019-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2019-12-31,sin dato
Emisiones realizadas,0.0,1006089.0,1999-12-31,2019-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2019-12-31,"Al 31 de diciembre de 2019, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2019-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2019-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,51.0,1999-12-31,2019-12-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2019-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,55851.0,1999-12-31,2019-12-31,sin dato
Reserva y Otros pasivos,0.0,458.0,1999-12-31,2019-12-31,sin dato
Pasivos Totales,723563.0,1062449.0,1999-12-31,2019-12-31,sin dato
Recursos líquidos,5209.0,150699.0,1999-12-31,2019-12-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de deudores,16501.0,0.0,1999-12-31,2019-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2019-12-31,sin dato
Pasivos Netos,687844.0,911751.0,1999-12-31,2019-12-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2020-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2020-03-31,sin dato
Emisiones realizadas,0.0,1023522.0,1999-12-31,2020-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2020-03-31,"Al 31 de marzo de 2020, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2020-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2020-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,179.0,1999-12-31,2020-03-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2020-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,58380.0,1999-12-31,2020-03-31,sin dato
Reserva y Otros pasivos,0.0,446.0,1999-12-31,2020-03-31,sin dato
Pasivos Totales,723563.0,1082526.0,1999-12-31,2020-03-31,sin dato
Recursos líquidos,5209.0,180143.0,1999-12-31,2020-03-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de deudores,16501.0,0.0,1999-12-31,2020-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2020-03-31,sin dato
Pasivos Netos,687844.0,902383.0,1999-12-31,2020-03-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2020-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2020-06-30,sin dato
Emisiones realizadas,0.0,1017203.0,1999-12-31,2020-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2020-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2020-06-30,"Al 30 de junio de 2020, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2020-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,198.0,1999-12-31,2020-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2020-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,61033.0,1999-12-31,2020-06-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,218.0,1999-12-31,2020-06-30,sin dato
Reserva y Otros pasivos,0.0,393.0,1999-12-31,2020-06-30,sin dato
Pasivos Totales,723563.0,1079045.0,1999-12-31,2020-06-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Recursos líquidos,5209.0,188688.0,1999-12-31,2020-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2020-06-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de daciones en pago,14008.0,0.0,1999-12-31,2020-06-30,sin dato
Pasivos Netos,687844.0,890356.0,1999-12-31,2020-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2020-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2020-09-30,sin dato
Emisiones realizadas,0.0,1001650.0,1999-12-31,2020-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2020-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2020-09-30,"Al 30 de septiembre de 2020, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2020-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,82.0,1999-12-31,2020-09-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2020-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,38532.0,1999-12-31,2020-09-30,sin dato
Reserva para subrogación de OG,0.0,24715.0,1999-12-31,2020-09-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,217.0,1999-12-31,2020-09-30,sin dato
Obligaciones garantizadas por pagar,0.0,1184.0,1999-12-31,2020-09-30,sin dato
Reserva y Otros pasivos,0.0,393.0,1999-12-31,2020-09-30,sin dato
Pasivos Totales,723563.0,1066773.0,1999-12-31,2020-09-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Recursos líquidos,5209.0,144143.0,1999-12-31,2020-09-30,sin dato
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,24715.0,1999-12-31,2020-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2020-09-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de daciones en pago,14008.0,0.0,1999-12-31,2020-09-30,sin dato
Pasivos Netos,687844.0,897914.0,1999-12-31,2020-09-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2020-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2020-12-31,sin dato
Emisiones realizadas,0.0,994272.0,1999-12-31,2020-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2020-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2020-12-31,"Al 31 de diciembre de 2020, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2020-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,8.0,1999-12-31,2020-12-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2020-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,40700.0,1999-12-31,2020-12-31,sin dato
Reserva para subrogación de OG,0.0,24732.0,1999-12-31,2020-12-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,221.0,1999-12-31,2020-12-31,sin dato
Reserva y Otros pasivos,0.0,398.0,1999-12-31,2020-12-31,sin dato
Pasivos Totales,723563.0,1060330.0,1999-12-31,2020-12-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Recursos líquidos,5209.0,132277.0,1999-12-31,2020-12-31,sin dato
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,24732.0,1999-12-31,2020-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2020-12-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de daciones en pago,14008.0,0.0,1999-12-31,2020-12-31,sin dato
Pasivos Netos,687844.0,903321.0,1999-12-31,2020-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2021-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2021-03-31,sin dato
Emisiones realizadas,0.0,993900.0,1999-12-31,2021-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2021-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2021-03-31,"Al 31 de marzo de 2020, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2021-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2021-03-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2021-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,42756.0,1999-12-31,2021-03-31,sin dato
Reserva para subrogación de OG,0.0,24731.0,1999-12-31,2021-03-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,224.0,1999-12-31,2021-03-31,sin dato
Reserva y Otros pasivos,0.0,399.0,1999-12-31,2021-03-31,sin dato
Pasivos Totales,723563.0,1062011.0,1999-12-31,2021-03-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Recursos líquidos,5209.0,132589.0,1999-12-31,2021-03-31,sin dato
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,24731.0,1999-12-31,2021-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2021-03-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de daciones en pago,14008.0,0.0,1999-12-31,2021-03-31,sin dato
Pasivos Netos,687844.0,904691.0,1999-12-31,2021-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2021-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2021-06-30,sin dato
Emisiones realizadas,0.0,996142.0,1999-12-31,2021-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2021-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2021-06-30,"Al 30 de junio de 2020, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2021-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2021-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2021-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,44811.0,1999-12-31,2021-06-30,sin dato
Reserva para subrogación de OG,0.0,24732.0,1999-12-31,2021-06-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,226.0,1999-12-31,2021-06-30,sin dato
Reserva y Otros pasivos,0.0,395.0,1999-12-31,2021-06-30,sin dato
Pasivos Totales,723563.0,1066306.0,1999-12-31,2021-06-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Recursos líquidos,5209.0,137924.0,1999-12-31,2021-06-30,sin dato
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,24732.0,1999-12-31,2021-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2021-06-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de daciones en pago,14008.0,0.0,1999-12-31,2021-06-30,sin dato
Pasivos Netos,687844.0,903649.0,1999-12-31,2021-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2021-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2021-09-30,sin dato
Emisiones realizadas,0.0,980416.0,1999-12-31,2021-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2021-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2021-09-30,"Al 30 de septiembre de 2021, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2021-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2021-09-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2021-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,45783.0,1999-12-31,2021-09-30,sin dato
Reserva para subrogación de OG,0.0,25848.0,1999-12-31,2021-09-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,227.0,1999-12-31,2021-09-30,sin dato
Reserva y Otros pasivos,0.0,393.0,1999-12-31,2021-09-30,sin dato
Pasivos Totales,723563.0,1052667.0,1999-12-31,2021-09-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Recursos líquidos,5209.0,115633.0,1999-12-31,2021-09-30,sin dato
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,25848.0,1999-12-31,2021-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2021-09-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, ni recuperación de cartera y activos."
Programa de daciones en pago,14008.0,0.0,1999-12-31,2021-09-30,sin dato
Pasivos Netos,687844.0,911185.0,1999-12-31,2021-09-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2021-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2021-12-31,sin dato
Emisiones realizadas,0.0,991071.0,1999-12-31,2021-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2021-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2021-12-31,"Al 31 de diciembre de 2021, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2021-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2021-12-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2021-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,48264.0,1999-12-31,2021-12-31,sin dato
Reserva para subrogación de OG,0.0,25875.0,1999-12-31,2021-12-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,232.0,1999-12-31,2021-12-31,sin dato
Reserva y Otros pasivos,0.0,1906.0,1999-12-31,2021-12-31,sin dato
Pasivos Totales,723563.0,1067348.0,1999-12-31,2021-12-31,sin dato
Recursos líquidos,5209.0,121804.0,1999-12-31,2021-12-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,25875.0,1999-12-31,2021-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2021-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2021-12-31,sin dato
Pasivos Netos,687844.0,919669.0,1999-12-31,2021-12-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2022-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2022-03-31,sin dato
Emisiones realizadas,0.0,995947.0,1999-12-31,2022-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2022-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2022-03-31,"Al 31 de marzo de 2022, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2022-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2022-03-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2022-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,50687.0,1999-12-31,2022-03-31,sin dato
Reserva para subrogación de OG,0.0,25900.0,1999-12-31,2022-03-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,235.0,1999-12-31,2022-03-31,sin dato
Reserva y Otros pasivos,0.0,1903.0,1999-12-31,2022-03-31,sin dato
Pasivos Totales,723563.0,1074673.0,1999-12-31,2022-03-31,sin dato
Recursos líquidos,5209.0,122664.0,1999-12-31,2022-03-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,25900.0,1999-12-31,2022-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2022-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2022-03-31,sin dato
Pasivos Netos,687844.0,926109.0,1999-12-31,2022-03-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2022-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2022-06-30,sin dato
Emisiones realizadas,0.0,1006790.0,1999-12-31,2022-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2022-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2022-06-30,"Al 30 de junio de 2022, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2022-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2022-06-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2022-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,53353.0,1999-12-31,2022-06-30,sin dato
Reserva para subrogación de OG,0.0,25903.0,1999-12-31,2022-06-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,240.0,1999-12-31,2022-06-30,sin dato
Reserva y Otros pasivos,0.0,1620.0,1999-12-31,2022-06-30,sin dato
Pasivos Totales,723563.0,1087907.0,1999-12-31,2022-06-30,sin dato
Recursos líquidos,5209.0,132307.0,1999-12-31,2022-06-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,25903.0,1999-12-31,2022-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2022-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2022-06-30,sin dato
Pasivos Netos,687844.0,929696.0,1999-12-31,2022-06-30,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2022-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2022-09-30,sin dato
Emisiones realizadas,0.0,989645.0,1999-12-31,2022-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2022-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2022-09-30,"Al 30 de septiembre de 2022, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2022-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2022-09-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2022-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,56340.0,1999-12-31,2022-09-30,sin dato
Reserva para subrogación de OG,0.0,25891.0,1999-12-31,2022-09-30,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,244.0,1999-12-31,2022-09-30,sin dato
Reserva y Otros pasivos,0.0,1621.0,1999-12-31,2022-09-30,sin dato
Pasivos Totales,723563.0,1073742.0,1999-12-31,2022-09-30,sin dato
Recursos líquidos,5209.0,103466.0,1999-12-31,2022-09-30,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,25891.0,1999-12-31,2022-09-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2022-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2022-09-30,sin dato
Pasivos Netos,687844.0,944385.0,1999-12-31,2022-09-30,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2022-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2022-12-31,sin dato
Emisiones realizadas,0.0,1008418.0,1999-12-31,2022-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2022-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2022-12-31,"Al 31 de diciembre de 2022, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2022-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2022-12-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2022-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,69905.0,1999-12-31,2022-12-31,sin dato
Reserva para subrogación de OG,0.0,15811.0,1999-12-31,2022-12-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,251.0,1999-12-31,2022-12-31,sin dato
Reserva y Otros pasivos,0.0,1626.0,1999-12-31,2022-12-31,sin dato
Pasivos Totales,723563.0,1096011.0,1999-12-31,2022-12-31,sin dato
Recursos líquidos,5209.0,117812.0,1999-12-31,2022-12-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15811.0,1999-12-31,2022-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2022-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2022-12-31,sin dato
Pasivos Netos,687844.0,962389.0,1999-12-31,2022-12-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2023-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2023-03-31,sin dato
Emisiones realizadas,0.0,1024036.0,1999-12-31,2023-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2023-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2023-03-31,"Al 31 de marzo de 2023, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2023-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2023-03-31,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2023-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,73721.0,1999-12-31,2023-03-31,sin dato
Reserva para subrogación de OG,0.0,15804.0,1999-12-31,2023-03-31,sin dato
Reserva para Contingencias de Resoluciones Bancarias,0.0,258.0,1999-12-31,2023-03-31,sin dato
Reserva y Otros pasivos,0.0,1620.0,1999-12-31,2023-03-31,sin dato
Pasivos Totales,723563.0,1115439.0,1999-12-31,2023-03-31,sin dato
Recursos líquidos,5209.0,145134.0,1999-12-31,2023-03-31,"No incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto, recuperación de cartera y activos, así como otros activos."
Recursos por recuperar del pago por subrogación de obligaciones garantizadas,0.0,15804.0,1999-12-31,2023-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2023-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2023-03-31,sin dato
Pasivos Netos,687844.0,954501.0,1999-12-31,2023-03-31,Pasivos totales menos recursos líquidos.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2023-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2023-06-30,sin dato
Emisiones realizadas,0.0,1042814.0,1999-12-31,2023-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2023-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2023-06-30,"Al 30 de junio de 2023, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programas de daciones en pago,14008.0,0.0,1999-12-31,2023-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2023-06-30,Corresponde al valor de mercado de las operaciones con instrumentos financieros derivados.
